,FilingDate,TradeDate,Ticker,CompanyName,InsiderName,Title,TradeType,Price,Qty,Owned,DeltaOwn,Value,NumTrades,NumTradesCAT,TradeToFileTime,TradeToFileTimeCAT,%VolumeChange,%VolumeChangeCAT,%FuturePriceChange
153,2021-06-01,2021-05-28,GRMN,Garmin Ltd,Burrell Jonathan,"Dir, 10%",S - Sale,142.58,-84237.0,21455477.0,0.0,-12010436.0,,,,,,,
154,2021-06-01,2021-05-27,FNF,"Fidelity National Financial, Inc.",Park Anthony,"EVP, CFO",S - Sale,46.61,-30308.0,382689.0,-7.0,-1412504.0,,,,,,,
155,2021-06-01,2021-05-27,EL,Estee Lauder Companies Inc,Bravo Rose Marie,Dir,S - Sale+OE,304.23,-4234.0,0.0,-100.0,-1288110.0,,,,,,,
156,2021-06-01,2021-05-28,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,1453.12,29.0,376450.0,0.0,42140.0,,,,,,,
157,2021-06-01,2021-05-27,TLS,Telos Corp,Maluda John W,Dir,S - Sale,33.16,-40000.0,29142.0,-58.0,-1326400.0,,,,,,,
158,2021-06-01,2021-05-28,EMYB,"Embassy Bancorp, Inc.",Englesson John G,Dir,S - Sale,19.6,-10000.0,45148.0,-18.0,-196000.0,,,,,,,
159,2021-06-01,2021-06-01,OHI,Omega Healthcare Investors Inc,Whitman Burke W,Dir,P - Purchase,36.96,500.0,19585.0,3.0,18480.0,,,,,,,
160,2021-06-01,2021-05-27,NWPP,New Peoples Bankshares Inc,Keene Harold L,"Dir, 10%",P - Purchase,1.99,10000.0,4504487.0,0.0,19900.0,,,,,,,
161,2021-06-01,2021-05-28,NI,Nisource Inc.,Jesanis Michael E,Dir,S - Sale,25.56,-4000.0,41257.0,-9.0,-102225.0,,,,,,,
162,2021-06-01,2021-05-27,PFHD,Professional Holding Corp.,Garcia Carlos M.,Dir,S - Sale,18.4,-5059.0,457769.0,-1.0,-93086.0,,,,,,,
163,2021-06-01,2021-05-28,TMP,Tompkins Financial Corp,Romaine Stephen S,"Pres, CEO",S - Sale,81.38,-2832.0,71346.0,-4.0,-230454.0,,,,,,,
164,2021-06-01,2021-05-28,EMYB,"Embassy Bancorp, Inc.",Lesavoy Bernard M,Dir,P - Purchase,19.6,500.0,170573.0,0.0,9800.0,,,,,,,
165,2021-06-01,2021-02-02,LEGH,Legacy Housing Corp,Hodgson Curtis Drew,"Chairman of the Board, 10%",S - Sale,15.97,-45182.0,9411698.0,0.0,-721670.0,,,,,,,
166,2021-06-01,2021-05-27,HRL,Hormel Foods Corp /de/,Coffey Mark A,SVP,S - Sale+OE,48.66,-37500.0,56090.0,-40.0,-1824878.0,,,,,,,
167,2021-06-01,2021-05-28,SLCA,"U.S. Silica Holdings, Inc.",Kacal William Jennings,Dir,P - Purchase,10.3,15000.0,216213.0,0.07,154425.0,,,,,,,
168,2021-06-01,2021-05-27,INTU,Intuit Inc,Chriss James Alexander,"EVP, SBSEG",S - Sale,435.69,-764.0,300.0,-72.0,-332869.0,,,,,,,
169,2021-06-01,2021-05-27,INTU,Intuit Inc,Clatterbuck Michelle M,"EVP, CFO",S - Sale,436.21,-414.0,546.0,-43.0,-180591.0,,,,,,,
170,2021-06-01,2021-05-27,VSTO,Vista Outdoor Inc.,Krekel Tig H,Dir,S - Sale,43.74,-9684.0,6053.0,-62.0,-423617.0,,,,,,,
171,2021-06-01,2021-05-26,EDUC,Educational Development Corp,Peters Joshua J,Dir,P - Purchase,14.13,2400.0,46992.0,5.0,33919.0,,,,,,,
172,2021-06-01,2021-05-27,GATO,"Gatos Silver, Inc.",Huerta Luis Felipe,"VP, Mexico",S - Sale+OE,16.15,-35785.0,0.0,-100.0,-577928.0,,,,,,,
173,2021-06-01,2021-05-28,INTC,Intel Corp,Rodgers Steven Ralph,EVP GC,S - Sale,57.61,-2972.0,103387.0,-3.0,-171217.0,,,,,,,
174,2021-06-01,2021-05-21,ESTA,Establishment Labs Holdings Inc.,De Mezerville Roberto,CTO,S - Sale,75.23,-4066.0,107844.0,-4.0,-305896.0,,,,,,,
175,2021-06-01,2021-05-27,NSP,"Insperity, Inc.",Herink Daniel D,"SVP Legal, GC, Sec",S - Sale,93.91,-5000.0,36577.0,-12.0,-469550.0,,,,,,,
176,2021-06-01,2021-05-27,NSP,"Insperity, Inc.",Sharp Douglas S,"SVP Finance, CFO, Treasurer",S - Sale,93.65,-5208.0,27621.0,-16.0,-487729.0,,,,,,,
177,2021-06-01,2021-05-27,RDFN,Redfin Corp,Kappus Anthony Ray,GC,S - Sale,57.65,-3151.0,823.0,-79.0,-181655.0,,,,,,,
178,2021-06-01,2021-05-28,HRI,Herc Holdings Inc,Peres Tamir,"SVP, CIO",S - Sale,113.0,-3962.0,20685.0,-16.0,-447706.0,,,,,,,
179,2021-06-01,2021-05-28,JNPR,Juniper Networks Inc,Austin Thomas A,"VP Corp Controller, CAO",S - Sale,26.43,-2322.0,6430.0,-27.0,-61370.0,,,,,,,
180,2021-06-01,2021-06-01,AKR,Acadia Realty Trust,Blacksberg Jason,"SVP, GC",S - Sale+OE,22.13,-3000.0,0.0,-100.0,-66390.0,,,,,,,
181,2021-06-01,2021-05-27,SEAC,Seachange International Inc,Prinn Michael,CFO,S - Sale,1.15,-1806.0,12480.0,-13.0,-2077.0,,,,,,,
182,2021-06-01,2021-05-27,ROLL,Rbc Bearings Inc,Levine Alan B,Dir,S - Sale+OE,193.74,-1200.0,18527.0,-6.0,-232489.0,,,,,,,
183,2021-06-01,2021-05-27,RCM,R1 Rcm Inc.,Tcp-Asc Achi Series Lllp,"Dir, 10%",S - Sale+OE,22.21,-16912646.0,139289200.0,-11.0,-375668833.0,,,,,,,
184,2021-06-01,2021-05-27,OSH,"Oak Street Health, Inc.",Cook Timothy M,CFO,S - Sale,60.27,-22500.0,1464876.0,-2.0,-1356038.0,,,,,,,
185,2021-06-01,2021-05-28,KTB,"Kontoor Brands, Inc.",Krueger Laurel,"EVP, GC, Corp. Sec.",S - Sale+OE,63.98,-6762.0,29058.0,-19.0,-432653.0,,,,,,,
186,2021-06-01,2021-05-27,ALG,Alamo Group Inc,Robinson Ronald A,"Pres, CEO",S - Sale,153.41,-3483.0,229678.0,-1.0,-534312.0,,,,,,,
187,2021-06-01,2021-05-28,QRVO,"Qorvo, Inc.",Bruggeworth Robert A,"Pres, CEO",S - Sale,185.28,-555.0,164700.0,0.0,-102830.0,,,,,,,
188,2021-06-01,2021-05-28,YMAB,"Y-Mabs Therapeutics, Inc.",Gad Thomas,See Remarks,S - Sale,36.95,-4000.0,1603927.0,0.0,-147813.0,,,,,,,
189,2021-06-01,2021-05-27,LIND,"Lindblad Expeditions Holdings, Inc.",Berle Dolf A,CEO,P - Purchase,17.45,36500.0,58452.0,166.0,636974.0,,,,,,,
190,2021-06-01,2021-05-27,AMRC,"Ameresco, Inc.",Wisneski Francis V Jr,Dir,S - Sale,53.66,-3000.0,32176.0,-9.0,-160974.0,,,,,,,
191,2021-06-01,2021-05-27,BCRX,Biocryst Pharmaceuticals Inc,Sheridan William P,Chief Medical Officer,S - Sale+OE,15.01,-163573.0,14475.0,-92.0,-2455431.0,,,,,,,
192,2021-06-01,2021-05-27,OOMA,Ooma Inc,Gustke James A.,VP of Marketing,S - Sale+OE,18.74,-9497.0,125113.0,-7.0,-178020.0,,,,,,,
193,2021-06-01,2021-05-27,NPTN,Neophotonics Corp,Carano Bandel L,Dir,S - Sale+OE,10.26,-7407.0,10854.0,-41.0,-75996.0,,,,,,,
194,2021-06-01,2021-05-26,CDR,"Cedar Realty Trust, Inc.",Stern Sharon Hochfelder,Dir,P - Purchase,14.03,3600.0,3600.0,999999.0,50490.0,,,,,,,
195,2021-06-01,2021-05-28,KFS,Kingsway Financial Services Inc,Fitzgerald John Taylor Maloney,"Pres, CEO",P - Purchase,4.93,422.0,1940889.0,0.0,2079.0,,,,,,,
196,2021-06-01,2021-06-01,CARE,"Carter Bankshares, Inc.",Bird Michael R,Dir,P - Purchase,15.41,32.0,6514.0,0.0,493.0,,,,,,,
197,2021-06-01,2021-05-27,OOMA,Ooma Inc,Narula Ravi,CFO,S - Sale,17.79,-4750.0,266216.0,-2.0,-84486.0,,,,,,,
198,2021-06-01,2021-05-27,ROLL,Rbc Bearings Inc,Stewart Edward,Dir,S - Sale+OE,193.38,-1600.0,22083.0,-7.0,-309411.0,,,,,,,
199,2021-06-01,2021-05-27,NSP,"Insperity, Inc.",Arizpe Arthur A,"Pres, COO",S - Sale,94.0,-2500.0,190268.0,-1.0,-235000.0,,,,,,,
200,2021-06-01,2021-05-27,SMED,Sharps Compliance Corp,Holmes Parris H Jr,Dir,S - Sale,13.78,-112436.0,796033.0,-12.0,-1548809.0,,,,,,,
201,2021-06-01,2021-05-27,SFT,"Shift Technologies, Inc.",Arison George,See Remarks,P - Purchase,7.12,10008.0,3343988.0,0.0,71216.0,,,,,,,
202,2021-06-01,2021-05-27,SFT,"Shift Technologies, Inc.",Shein Oded,CFO,P - Purchase,7.0,10000.0,10000.0,999999.0,70000.0,,,,,,,
203,2021-06-01,2021-05-27,NOTV,"Inotiv, Inc.",Sagartz John E,Chief Strategy Officer,P - Purchase,24.78,2017.0,646782.0,0.0,49977.0,,,,,,,
204,2021-06-01,2021-06-01,WMPN,William Penn Bancorporation,Logan Jonathan Thomas,"EVP, CFO",P - Purchase,11.26,5000.0,6611.0,310.0,56275.0,,,,,,,
205,2021-06-01,2021-05-27,CURR,Cure Pharmaceutical Holding Corp.,Berlent Jonathan,Chief Business Officer,P - Purchase,0.69,10000.0,10000.0,999999.0,6900.0,,,,,,,
206,2021-06-01,2021-05-27,SITC,Site Centers Corp.,Finne Thomas,Dir,S - Sale,14.99,-5000.0,57785.0,-8.0,-74965.0,,,,,,,
207,2021-06-01,2021-05-27,IBKR,"Interactive Brokers Group, Inc.",Peterffy Thomas,COB,S - Sale,67.25,-40000.0,7467511.0,-1.0,-2690068.0,,,,,,,
208,2021-06-01,2021-06-01,CARE,"Carter Bankshares, Inc.",Feldmann Gregory W,Dir,P - Purchase,15.41,22.0,7563.0,0.0,339.0,,,,,,,
209,2021-06-01,2021-05-28,R,Ryder System Inc,Parker Scott T,FORMER EVP & CFO,S - Sale+OE,81.87,-1026.0,107008.0,-1.0,-84002.0,,,,,,,
210,2021-06-01,2021-05-27,XENE,Xenon Pharmaceuticals Inc.,Holler Frank A,Dir,S - Sale+OE,18.68,-11064.0,144837.0,-7.0,-206701.0,,,,,,,
211,2021-06-01,2021-05-28,PETV,"Petvivo Holdings, Inc.",Folkes Robert J.,CFO,P - Purchase,7.0,3000.0,3000.0,999999.0,21000.0,,,,,,,
212,2021-06-01,2021-05-28,KRON,"Kronos Bio, Inc.",De Backer Marianne,Dir,P - Purchase,25.01,600.0,600.0,999999.0,15006.0,,,,,,,
213,2021-06-01,2021-05-28,GBL,"Gamco Investors, Inc. Et Al","Associated Capital Group, Inc.",10%,S - Sale,27.21,-3302.0,1713690.0,0.0,-89844.0,,,,,,,
214,2021-06-01,2021-05-28,XENE,Xenon Pharmaceuticals Inc.,Robin Sherrington,"EVP, Strategy, Innovation",S - Sale+OE,18.81,-6067.0,32232.0,-16.0,-114120.0,,,,,,,
215,2021-06-01,2021-05-28,R,Ryder System Inc,Sensing John S.,"Pres, Global SCS, DTS",S - Sale+OE,81.46,-43749.0,43016.0,-50.0,-3563575.0,,,,,,,
216,2021-06-01,2021-05-28,MBI,Mbia Inc,Shasta Theodore,Dir,S - Sale,10.0,-20696.0,52049.0,-28.0,-206960.0,,,,,,,
217,2021-06-01,2021-05-28,HAS,"Hasbro, Inc.",Hassenfeld Alan G,Chairman Emeritus,S - Sale,95.69,-31515.0,6828204.0,0.0,-3015776.0,,,,,,,
218,2021-06-01,2021-05-27,SFT,"Shift Technologies, Inc.",Arison George,See Remarks,S - Sale,7.14,-8.0,3343988.0,0.0,-57.0,,,,,,,
219,2021-06-01,2021-05-28,KOSS,Koss Corp,Nixon Theodore,Dir,S - Sale+OE,23.58,-10000.0,0.0,-100.0,-235800.0,,,,,,,
220,2021-06-01,2021-05-28,RYN,Rayonier Inc,Nunes David L,CEO,S - Sale+OE,38.02,-200000.0,238508.0,-46.0,-7604160.0,,,,,,,
221,2021-06-01,2021-05-27,QRHC,Quest Resource Holding Corp,Wynnefield Partners Small Cap Value LP I,10%,P - Purchase,4.5,7422.0,1946463.0,0.0,33428.0,,,,,,,
222,2021-06-01,2021-05-27,SFT,"Shift Technologies, Inc.",Russell Tobias,See Remarks,P - Purchase,7.08,10000.0,3063781.0,0.0,70800.0,,,,,,,
223,2021-06-01,2021-06-01,CARE,"Carter Bankshares, Inc.",Karavatakis Phyllis Q.,SR EVP OF SPECIAL PROJECTS,P - Purchase,15.41,32.0,17926.0,0.0,493.0,,,,,,,
224,2021-06-01,2021-05-28,KOSS,Koss Corp,Koss John C Jr,"VP - Sales, 10%",S - Sale,23.5,-10000.0,2030387.0,0.0,-235000.0,,,,,,,
225,2021-06-01,2021-05-27,DKS,"Dick'S Sporting Goods, Inc.",Hobart Lauren R,"Pres, CEO",S - Sale+OE,99.01,-32582.0,268644.0,-11.0,-3226046.0,,,,,,,
226,2021-06-01,2021-05-27,DKS,"Dick'S Sporting Goods, Inc.",Hayes John Edward III,"SVP, GC",S - Sale,99.0,-4421.0,56660.0,-7.0,-437673.0,,,,,,,
227,2021-06-01,2021-05-27,DKS,"Dick'S Sporting Goods, Inc.",Colombo William J,Dir,S - Sale,100.08,-96080.0,162324.0,-37.0,-9615513.0,,,,,,,
228,2021-06-01,2021-06-01,PLAY,"Dave & Buster'S Entertainment, Inc.",Jenkins Brian,CEO,S - Sale,42.13,-5784.0,162607.0,-3.0,-243706.0,,,,,,,
229,2021-06-02,2021-06-01,FRME,First Merchants Corp,Sherman Patrick A,Dir,P - Purchase,45.86,11.0,47945.0,0.02294822046981266,504.46,1,1,1,1,66.33892423366107,>10%,-1.3457758541170992
230,2021-06-02,2021-06-01,MSEX,Middlesex Water Co,Oconnor A Bruce,"SVP, CFO",S - Sale,85.77,-3950.0,34029.0,-10.400484478264303,-338791.5,1,1,1,1,-34.395501405810684,<-10%,3.456386698554774
231,2021-06-02,2021-06-01,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,1499.04,29.0,376577.0,0.007701541370555679,43472.159999999996,2,2,1,1,-27.464788732394368,<-10%,2.8317050003197894
232,2021-06-02,2021-06-01,MGPI,Mgp Ingredients Inc,Seaberg Karen,"Dir, 10%",S - Sale,70.35,-71.0,3241961.0,-0.002189984552897689,-4994.849999999999,2,2,1,1,22.02609363008442,>10%,-2.9466654459635415
233,2021-06-02,2021-06-01,TSE,Trinseo S.A.,M&g Investment Management Ltd,10%,S - Sale,66.5,-3000.0,7634044.0,-0.03928221442746696,-199500.0,1,1,1,1,-16.205440900562852,<-10%,-3.2219721130047594
234,2021-06-02,2021-05-28,RMO,"Romeo Power, Inc.",Choi Criswell,COO,S - Sale+OE,8.46,-140000.0,0.0,-100.0,-1184400.0000000002,1,1,5,>1,96.51046214546749,>10%,12.418293592056786
235,2021-06-02,2021-06-01,DECK,Deckers Outdoor Corp,Lafitte David E.,COO,S - Sale,338.72,-500.0,23182.0,-2.111308166539988,-169360.0,1,1,1,1,101.91029900332227,>10%,-2.109010348369376
236,2021-06-02,2021-05-27,ASAQ,Atlantic Avenue Acquisition Corp,"Glazer Capital, LLC",10%,S - Sale,10.0,-12500.0,2490689.0,-0.49936301254120247,-125000.0,1,1,6,>1,-53.51473922902494,<-10%,-0.20576602072240044
237,2021-06-02,2021-06-01,CCF,Chase Corp,Chase Adam,"Pres, CEO",S - Sale,107.4,-1000.0,339434.0,-0.2937426931505079,-107400.0,1,1,1,1,-48.28431372549019,<-10%,-3.9474878768242823
238,2021-06-02,2021-06-01,ASB,Associated Banc-Corp,Lau Timothy J,EVP,S - Sale+OE,0.0,-9751.0,60202.0,-13.939359284090747,-0.0,1,1,1,1,-36.58578557907417,<-10%,1.1368531350780582
239,2021-06-02,2021-06-01,MGPI,Mgp Ingredients Inc,Mingus Lori L.S.,Dir,S - Sale,70.35,-639.0,546389.0,-0.11681303333650198,-44953.649999999994,2,2,1,1,22.02609363008442,>10%,-2.9466654459635415
240,2021-06-02,2021-06-01,ADTX,"Aditx Therapeutics, Inc.",Albanna Rowena,COO,P - Purchase,2.93,3400.0,751620.0,0.4544118040148619,9962.0,4,>2,1,1,-38.042752171008686,<-10%,-5.723905723905724
241,2021-06-02,2021-05-28,NLS,"Nautilus, Inc.",Horn Richard A,Dir,S - Sale,18.13,-10000.0,69077.0,-12.645902095425978,-181300.0,1,1,5,>1,28.01326944342057,>10%,-4.009157458738563
242,2021-06-02,2021-05-28,TNC,Tennant Co,Eicher Carol S,Dir,S - Sale+OE,83.24,-1281.0,19792.0,-6.078868694538034,-106630.43999999999,1,1,5,>1,-9.442870632672332,-10 to 0%,-0.7286199252953611
243,2021-06-02,2021-06-01,DGICA,Donegal Group Inc,Mahan Jon Marshall,Dir,S - Sale+OE,15.27,-12000.0,7488.0,-61.576354679802954,-183240.0,1,1,1,1,-14.054726368159203,<-10%,-1.305481809720307
244,2021-06-02,2021-05-28,DG,Dollar General Corp,Vasos Todd J,CEO,S - Sale+OE,203.29,-255194.0,210078.0,-54.84834677350023,-51878388.26,3,>2,5,>1,-4.2950303575444115,-10 to 0%,2.2400231790540426
245,2021-06-02,2021-05-28,DG,Dollar General Corp,Garratt John W,"EVP, CFO",S - Sale+OE,205.05,-30311.0,24807.0,-54.99292427156283,-6215270.550000001,3,>2,5,>1,-4.2950303575444115,-10 to 0%,2.2400231790540426
246,2021-06-02,2021-05-28,DG,Dollar General Corp,Taylor Rhonda,"EVP, GC",S - Sale+OE,204.59,-52293.0,30310.0,-63.30641744246577,-10698624.870000001,3,>2,5,>1,-4.2950303575444115,-10 to 0%,2.2400231790540426
247,2021-06-02,2021-06-01,NTGR,"Netgear, Inc.",Butterfass Sarah,Dir,S - Sale,39.01,-1302.0,7504.0,-14.78537360890302,-50791.02,4,>2,1,1,188.52390852390852,>10%,7.325424831115464
248,2021-06-02,2021-06-01,CCOI,"Cogent Communications Holdings, Inc.",Bubeck James,Chief Revenue Officer,S - Sale,74.96,-1920.0,35702.0,-5.1033969485939075,-143923.19999999998,1,1,1,1,-11.593533487297922,<-10%,1.1353143370977723
249,2021-06-02,2021-06-01,MKSI,Mks Instruments Inc,Mora Elizabeth,Dir,S - Sale,190.0,-300.0,15448.0,-1.90500381000762,-57000.0,1,1,1,1,-13.821585903083701,<-10%,-3.643286722126776
250,2021-06-02,2021-06-01,EMN,Eastman Chemical Co,Stuckey Perry,"SVP, Chf HR Ofcr",S - Sale+OE,130.03,-6305.0,38361.0,-14.11588232660189,-819839.15,1,1,1,1,-31.66897369982203,<-10%,1.1894488083392105
251,2021-06-02,2021-06-01,NTGR,"Netgear, Inc.",Lo Patrick Cs,CEO,S - Sale+OE,38.59,-26075.0,519509.0,-4.779282383647614,-1006234.2500000001,4,>2,1,1,188.52390852390852,>10%,7.325424831115464
252,2021-06-02,2021-06-01,ADTX,"Aditx Therapeutics, Inc.",Albanna Amro A.,CEO,P - Purchase,2.93,3400.0,751620.0,0.4544118040148619,9962.0,4,>2,1,1,-38.042752171008686,<-10%,-5.723905723905724
253,2021-06-02,2021-06-01,NSC,Norfolk Southern Corp,Mongeau Claude,Dir,P - Purchase,282.69,2350.0,14350.0,19.583333333333332,664321.5,1,1,1,1,10.550564386086155,>10%,-1.5440825003400196
254,2021-06-02,2021-06-01,CTXS,Citrix Systems Inc,Shenkman Arlen,"EVP, CFO",S - Sale,115.16,-935.0,70507.0,-1.3087539542565998,-107674.59999999999,3,>2,1,1,31.758957654723126,>10%,3.6991905497241424
255,2021-06-02,2021-06-01,DE,Deere & Co,Campbell Ryan D,"SVP, CFO",S - Sale+OE,365.19,-12033.0,9983.0,-54.65570494186046,-4394331.27,2,2,1,1,26.90933602965959,>10%,0.6167509348580459
256,2021-06-02,2021-05-31,ASX,Coronado Global Resources Inc.,Koeck William,Dir,P - Purchase,3.5,3024.0,17326.0,21.14389595860719,10584.0,3,>2,2,>1,-5.006045949214027,-10 to 0%,3.6854941573391504
257,2021-06-02,2021-05-28,PHAT,"Phathom Pharmaceuticals, Inc.",Takeda Pharmaceutical Co Ltd,10%,S - Sale,35.96,-20116.0,948669.0,-2.0764153037051565,-723371.36,1,1,5,>1,63.1452581032413,>10%,6.76668430740293
258,2021-06-02,2021-06-01,AVID,"Avid Technology, Inc.",Hawthorne Nancy,Dir,S - Sale,31.03,-1250.0,136220.0,-0.9092892994835237,-38787.5,1,1,1,1,18.58325666973321,>10%,10.006307255077292
259,2021-06-02,2021-05-28,BDX,Becton Dickinson & Co,Lim James C,EVP,S - Sale,241.68,-3429.0,20569.0,-14.288690724227019,-828720.72,1,1,5,>1,-17.747155235410794,<-10%,0.8547033190073507
260,2021-06-02,2021-06-01,SAM,Boston Beer Co Inc,Koch C James,"COB, 10%",S - Sale,1052.3,-2500.0,270407.0,-0.9160629811620808,-2630750.0,2,2,1,1,0.5415860735009671,0 to 10%,3.692006162439667
261,2021-06-02,2021-05-28,HRL,Hormel Foods Corp /de/,Marconi Luis G,Group VP,S - Sale+OE,48.74,-6725.0,33423.0,-16.750523064660754,-327776.5,3,>2,5,>1,1.819591625743086,0 to 10%,-0.975608810554926
262,2021-06-02,2021-06-01,WNC,Wabash National Corp,Yeagy Brent L,"Pres, CEO",S - Sale,16.08,-1836.0,405660.0,-0.45055656988044057,-29522.879999999997,1,1,1,1,-12.666996536368135,<-10%,2.7422350220827036
263,2021-06-02,2021-05-28,HRL,Hormel Foods Corp /de/,Sheehan James N,"Exec VP, CFO",S - Sale+OE,48.8,-39600.0,180724.0,-17.97352989234037,-1932480.0,3,>2,5,>1,1.819591625743086,0 to 10%,-0.975608810554926
264,2021-06-02,2021-05-28,AOS,Smith A O Corp,Rajendra Ajita G,Dir,S - Sale+OE,71.1,-50000.0,255390.0,-16.372507285765742,-3554999.9999999995,1,1,5,>1,61.455331412103746,>10%,-4.2807060375548245
265,2021-06-02,2021-06-01,REX,Rex American Resources Corp,Bruggeman Douglas,"CFO, VP-Finance, Treasurer",S - Sale,98.26,-1000.0,25470.0,-3.7778617302606725,-98260.0,2,2,1,1,-25.09505703422053,<-10%,-4.625525783337299
266,2021-06-02,2021-05-28,AP,Ampco Pittsburgh Corp,Fessenden Elizabeth Anne,Dir,S - Sale,7.01,-9001.0,48917.0,-15.540937187057564,-63097.009999999995,1,1,5,>1,-16.067653276955603,<-10%,-9.956711029037319
267,2021-06-02,2021-05-28,MNRO,"Monro, Inc.",Broderick Michael T,"CEO, Pres",P - Purchase,62.24,10000.0,90000.0,12.5,622400.0,1,1,5,>1,94.78108581436076,>10%,-1.320817678292934
268,2021-06-02,2021-06-01,CTXS,Citrix Systems Inc,Ferrer Mark J,"EVP, Chief Revenue Officer",S - Sale,115.16,-3186.0,49939.0,-5.9971764705882356,-366899.76,3,>2,1,1,31.758957654723126,>10%,3.6991905497241424
269,2021-06-02,2021-06-01,CTXS,Citrix Systems Inc,Henshall David J,"CEO, Pres",S - Sale,115.16,-5860.0,361397.0,-1.5956128814426955,-674837.6,3,>2,1,1,31.758957654723126,>10%,3.6991905497241424
270,2021-06-02,2021-05-28,SOHO,Sotherly Hotels Inc.,Domalski Anthony E,CFO,S - Sale,3.79,-5435.0,137223.0,-3.8098108763616483,-20598.65,1,1,5,>1,1.9970774476376034,0 to 10%,-6.030150964487014
271,2021-06-02,2021-06-01,KBAL,Kimball International Inc,Wolfe Timothy J,"EVP, CFO",P - Purchase,13.53,10000.0,20000.0,100.0,135300.0,1,1,1,1,5.486968449931413,0 to 10%,2.850872667750472
272,2021-06-02,2021-05-28,JAMF,Jamf Holding Corp.,Goodkind Ian,Chief Accounting Officer,S - Sale+OE,36.16,-6646.0,3846.0,-63.34349980937857,-240319.36,1,1,5,>1,9.657052661787917,0 to 10%,-5.543236969235863
273,2021-06-02,2021-06-01,FNF,"Fidelity National Financial, Inc.",Gravelle Michael L,EVP,S - Sale,47.42,-70000.0,174614.0,-28.616514181526814,-3319400.0,2,2,1,1,-35.783707368793074,<-10%,1.9415401496692883
274,2021-06-02,2021-06-01,DE,Deere & Co,Von Pentz Markwart,"Pres, Small Ag, Turf",S - Sale+OE,365.19,-23463.0,64593.0,-26.645543744889615,-8568452.97,2,2,1,1,26.90933602965959,>10%,0.6167509348580459
275,2021-06-02,2021-05-28,RPHM,"Reneo Pharmaceuticals, Inc.",Muralidhar Bali,Dir,P - Purchase,9.5,14.0,1865275.0,0.0007505652024033097,133.0,1,1,5,>1,-51.338582677165356,<-10%,-13.657624840567326
276,2021-06-02,2021-05-26,FGBI,"First Guaranty Bancshares, Inc.",Hood William K,Dir,P - Purchase,19.35,3661.0,1920541.0,0.19098743791995326,70840.35,1,1,7,>1,-34.78260869565217,<-10%,-5.330065999862522
277,2021-06-02,2021-06-01,GRMN,Garmin Ltd,Burrell Jonathan,"Dir, 10%",S - Sale,142.8,-150000.0,21305477.0,-0.6991221868430145,-21420000.0,2,2,1,1,5.839870501805503,0 to 10%,1.2404810024426107
278,2021-06-02,2021-06-01,JOUT,Johnson Outdoors Inc,Pyle Thomas F Jr,Dir,S - Sale,122.67,-2989.0,29925.0,-9.081242024670352,-366660.63,1,1,1,1,2.2132796780684103,0 to 10%,1.8460781512176327
279,2021-06-02,2021-05-28,ATHX,"Athersys, Inc / New",Harrington John J,"Exec Vice Pres, CSO",S - Sale,1.75,-20447.0,699502.0,-2.840062282189433,-35782.25,1,1,5,>1,-20.940613274679777,<-10%,3.5714285714285716
280,2021-06-02,2021-06-01,SPR,"Spirit Aerosystems Holdings, Inc.",Johnson Robert D,Dir,S - Sale,49.8,-500.0,20641.0,-2.3650726077290574,-24900.0,1,1,1,1,63.282442748091604,>10%,2.9726029590250977
281,2021-06-02,2021-05-27,ASX,Coronado Global Resources Inc.,Pritchard Greg,Dir,P - Purchase,3.5,1249.0,7158.0,21.13724826535793,4371.5,3,>2,6,>1,-5.006045949214027,-10 to 0%,3.6854941573391504
282,2021-06-02,2021-06-01,ACRS,"Aclaris Therapeutics, Inc.",Gordon David N.,Chief Medical Officer,S - Sale+OE,22.01,-51914.0,144078.0,-26.48781582921752,-1142627.1400000001,5,>2,1,1,113.95686437163003,>10%,-13.707449740617253
283,2021-06-02,2021-05-26,OSK,Oshkosh Corp,Nelson Bradley M.,"SVP, Pres Commercial Segment",S - Sale,130.56,-10784.0,13538.0,-44.338459008305236,-1407959.04,1,1,7,>1,2.17828418230563,0 to 10%,1.0455109096000046
284,2021-06-02,2021-05-28,RILY,"B. Riley Financial, Inc.",Weitzman Howard,"SVP, Chief Accounting Officer",S - Sale,73.95,-15503.0,39141.0,-28.370909889466365,-1146446.85,1,1,5,>1,26.14010343206394,>10%,-7.211129178283959
285,2021-06-02,2021-05-28,QSR,Restaurant Brands International Inc.,Schwan Axel Mr,"Pres, Tim Hortons Americas",S - Sale+OE,69.73,-25931.0,114792.0,-18.426980664141613,-1808168.6300000001,1,1,5,>1,-28.360579168612798,<-10%,-1.5918550938104747
286,2021-06-02,2021-06-02,AVA,Avista Corp,Morris Scott L,Chairman of the Board,S - Sale,45.11,-10000.0,136675.0,-6.817794443497529,-451100.0,1,1,0,0,-3.5004449718184514,-10 to 0%,-0.9528036671808999
287,2021-06-02,2021-05-28,THC,Tenet Healthcare Corp,Hacker Howard,"EVP, Chief Compliance Officer",S - Sale,66.7,-6382.0,0.0,-100.0,-425679.4,1,1,5,>1,24.09008432063187,>10%,1.173838410564795
