X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,Value,Qty2,Value2
,2021-06-02 17:23:53,2021-05-28,PFHD,Professional Holding Corp.,Garcia Carlos M.,Dir,S - Sale,$18.24,"-3,900","453,869",-1%,"-$71,136",#N/A,#N/A
,2021-06-02 17:23:23,2021-05-28,ADUS,Addus Homecare Corp,Poff Brian,"EVP, CFO",S - Sale,$96.10,"-6,409","26,326",-20%,"-$615,885",#N/A,#N/A
M,2021-06-02 17:22:47,2021-06-01,RDI,Reading International Inc,James J. Cotter Living Trust,"Member of Sec.13(d)(3) Group, 10%",S - Sale,$6.62,"-8,000","1,424,649",-1%,"-$52,976",#N/A,#N/A
M,2021-06-02 17:22:40,2021-05-28,HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,CEO,P - Purchase,$18.88,#ERROR!,"228,986",1%,#ERROR!,1500,28320
D,2021-06-02 17:20:34,2021-06-02,CBNK,Capital Bancorp Inc,Bernstein Joshua,Dir,S - Sale+OE,$22.16,"-6,842","849,096",-1%,"-$151,633",#N/A,#N/A
,2021-06-02 17:20:15,2021-06-01,REAL,"Therealreal, Inc.",Wainwright Julie,CEO,S - Sale,$17.52,"-60,000","2,960,497",-2%,"-$1,051,200",#N/A,#N/A
,2021-06-02 17:20:00,2021-06-01,BKR,Baker Hughes Co,Qasem Rami,"EVP, Digital Solutions",S - Sale,$24.98,"-9,427","16,110",-37%,"-$235,486",#N/A,#N/A
M,2021-06-02 17:19:57,2021-06-01,RDI,Reading International Inc,Cotter Ellen M,"Dir, Pres, CEO, 10%",S - Sale,$6.62,"-8,000","2,215,314",0%,"-$52,976",#N/A,#N/A
M,2021-06-02 17:18:48,2021-05-27,SCVL,Shoe Carnival Inc,Sifford Clifton E,"VICE COB, CEO",S - Sale,$70.00,"-40,000","145,794",-22%,"-$2,800,000",#N/A,#N/A
,2021-06-02 17:18:35,2021-06-01,SCVL,Shoe Carnival Inc,Scibetta Carl N.,SEVP - CHIEF MERCHANDISE Offic,S - Sale,$70.03,"-7,984","42,765",-16%,"-$559,120",#N/A,#N/A
,2021-06-02 17:16:37,2021-05-28,TENB,"Tenable Holdings, Inc.",Hammonds Kimberly,Dir,S - Sale,$42.00,"-6,677",0,-100%,"-$280,434",#N/A,#N/A
D,2021-06-02 17:16:12,2021-06-01,TENB,"Tenable Holdings, Inc.",Riddick Stephen A,"GC, Secretary",S - Sale+OE,$41.82,"-2,420","25,069",-9%,"-$101,204",#N/A,#N/A
,2021-06-02 17:16:01,2021-06-01,DVN,Devon Energy Corp/de,Humphers Jeremy D.,SVP-Chief Accounting Officer,S - Sale,$29.78,"-1,500","122,972",-1%,"-$44,670",#N/A,#N/A
,2021-06-02 17:15:47,2021-05-28,ETR,Entergy Corp /de/,Landreaux Laura R,"""Officer"" Under Sec. 16 Rules",S - Sale,$104.93,"-1,200","4,358",-22%,"-$125,916",#N/A,#N/A
M,2021-06-02 17:15:18,2021-06-01,ALG,Alamo Group Inc,Robinson Ronald A,Employee,S - Sale,$155.00,"-4,982","224,696",-2%,"-$772,227",#N/A,#N/A
D,2021-06-02 17:12:19,2021-06-01,DAWN,"Day One Biopharmaceuticals, Inc.",Canaan Xi L.P.,10%,P - Purchase,$16.00,#ERROR!,"10,735,645",0%,#ERROR!,13000,208000
M,2021-06-02 17:11:15,2021-06-01,LOV,Spark Networks Se,Canaan VIII LP,10%,S - Sale,$5.80,"-24,000","2,822,952",-1%,"-$139,309",#N/A,#N/A
,2021-06-02 17:10:09,2021-05-28,GOED,1847 Goedeker Inc.,Barry Robert,CFO,P - Purchase,$1.84,#ERROR!,"25,433",105%,#ERROR!,13000,23920
,2021-06-02 17:09:01,2021-06-01,DLTR,"Dollar Tree, Inc.",Bridgeford Gregory M,Dir,P - Purchase,$99.02,#ERROR!,"5,899",638%,#ERROR!,5100,505003
,2021-06-02 17:08:35,2021-06-01,MBI,Mbia Inc,Shasta Theodore,Dir,S - Sale,$10.05,"-5,703","46,346",-11%,"-$57,315",#N/A,#N/A
D,2021-06-02 17:05:08,2021-05-28,BBY,Best Buy Co Inc,Mohan Rajendra M,"Pres, COO",S - Sale+OE,$115.71,"-90,335","79,385",-53%,"-$10,452,888",#N/A,#N/A
,2021-06-02 17:03:15,2021-05-28,GNLN,"Greenlane Holdings, Inc.",Schoenfeld Adam,"Chief Strategy Officer, 10%",S - Sale,$3.90,"-35,000","140,401",-20%,"-$136,500",#N/A,#N/A
D,2021-06-02 17:03:05,2021-06-01,THG,"Hanover Insurance Group, Inc.",Salvatore Bryan J,EVP,S - Sale+OE,$139.70,"-5,591","13,864",-29%,"-$781,069",#N/A,#N/A
D,2021-06-02 17:02:51,2021-05-28,MSP,Datto Holding Corp.,Petrocelli Robert Raymond,CTO,S - Sale+OE,$27.00,-500,"150,000",0%,"-$13,500",#N/A,#N/A
DM,2021-06-02 17:02:04,2021-05-28,MXL,Maxlinear Inc,Seendripu Kishore,"COB, Pres, CEO, 10%",S - Sale+OE,$38.28,"-26,121","3,895,004",-1%,"-$1,000,019",#N/A,#N/A
,2021-06-02 17:01:40,2021-06-02,EQIX,Equinix Inc,Baack Sara,Chief Product Officer,S - Sale,$750.00,-250,"13,517",-2%,"-$187,500",#N/A,#N/A
,2021-06-02 17:01:36,2021-06-01,PRPO,"Precipio, Inc.",Sabet Ahmed Zaki,COO,P - Purchase,$3.37,151,"4,879",3%,#ERROR!,151,509
,2021-06-02 17:00:59,2021-06-01,RLMD,"Relmada Therapeutics, Inc.",Casamento Charles J,Dir,S - Sale,$33.34,"-3,000","6,950",-30%,"-$100,020",#N/A,#N/A
,2021-06-02 17:00:55,2021-06-01,PRPO,"Precipio, Inc.",Danieli Ilan,CEO,P - Purchase,$3.37,755,"22,217",4%,#ERROR!,755,2545
D,2021-06-02 17:00:49,2021-06-01,ELY,Callaway Golf Co,Brewer Oliver G III,"Pres, CEO",S - Sale+OE,$37.21,"-497,537","980,443",-34%,"-$18,513,849",#N/A,#N/A
,2021-06-02 17:00:26,2021-06-01,NWPX,Northwest Pipe Co,Larson Keith R,Dir,S - Sale,$31.57,"-1,000","21,313",-4%,"-$31,575",#N/A,#N/A
,2021-06-02 17:00:06,2021-06-01,LEN,Lennar Corp /new/,McCall Jeffrey Joseph,EVP,S - Sale,$100.14,"-10,000","153,758",-6%,"-$1,001,400",#N/A,#N/A
D,2021-06-02 16:59:38,2021-05-28,NVAX,Novavax Inc,Herrmann John A III,"EVP, GC",S - Sale+OE,$149.14,"-2,895",275,-91%,"-$431,748",#N/A,#N/A
,2021-06-02 16:58:48,2021-06-01,RCM,R1 Rcm Inc.,Flanagan Joseph Gerard,"Pres, CEO",S - Sale,$21.83,"-500,000","2,481,799",-17%,"-$10,912,500",#N/A,#N/A
M,2021-06-02 16:58:45,2021-05-28,SRLP,Sprague Resources LP,Weego Brian W.,See Remarks,S - Sale,$25.68,"-22,000",0,-100%,"-$564,980",#N/A,#N/A
,2021-06-02 16:56:03,2021-05-28,XPEL,"Xpel, Inc.",Constantine John,Dir,S - Sale,$82.11,"-61,256","1,334,337",-4%,"-$5,029,730",#N/A,#N/A
DM,2021-06-02 16:55:44,2021-05-28,NWPX,Northwest Pipe Co,Montross Scott J,"Pres, CEO",S - Sale+OE,$31.94,-500,"90,274",-1%,"-$15,971",#N/A,#N/A
M,2021-06-02 16:55:36,2021-05-28,SSNT,"Silversun Technologies, Inc.","Ault Global Holdings, Inc.",10%,P - Purchase,$6.85,#ERROR!,"560,000",3%,#ERROR!,15000,102790
,2021-06-02 16:55:06,2021-06-01,SO,Southern Co,Kuczynski Stephen E,"Pres, CEO, Southern Nuclear",S - Sale,$64.13,"-2,500","91,651",-3%,"-$160,325",#N/A,#N/A
,2021-06-02 16:53:53,2021-06-01,MAA,Mid America Apartment Communities Inc.,Delpriore Robert J.,"EVP, GC",S - Sale,$160.30,"-6,000","49,435",-11%,"-$961,786",#N/A,#N/A
D,2021-06-02 16:53:15,2021-06-02,VIAV,Viavi Solutions Inc.,Staley Gary W,SVP Global Sales NSE,S - Sale+OE,$17.39,"-1,714","73,028",-2%,"-$29,806",#N/A,#N/A
,2021-06-02 16:52:37,2021-06-01,NDLS,Noodles & Co,Lockhart Kathryn Rae,Chief Accounting Officer,S - Sale,$13.00,"-3,675","34,522",-10%,"-$47,775",#N/A,#N/A
,2021-06-02 16:51:35,2021-06-02,XFOR,"X4 Pharmaceuticals, Inc",Ragan Paula,"Pres, CEO",S - Sale,$9.50,"-2,400","406,248",-1%,"-$22,800",#N/A,#N/A
D,2021-06-02 16:51:11,2021-06-02,VIAV,Viavi Solutions Inc.,Siebert Kevin Christopher,"SVP Gen. Counsel, Secretary",S - Sale+OE,$17.39,"-2,340","42,198",-5%,"-$40,693",#N/A,#N/A
,2021-06-02 16:51:03,2021-06-01,MAA,Mid America Apartment Communities Inc.,Campbell Albert M III,"EVP, CFO",S - Sale,$160.33,"-10,000","77,164",-11%,"-$1,603,309",#N/A,#N/A
,2021-06-02 16:50:00,2021-05-28,HUBB,Hubbell Inc,Cardoso Carlos M,Dir,S - Sale,$190.28,"-1,059","1,749",-38%,"-$201,507",#N/A,#N/A
D,2021-06-02 16:49:59,2021-06-01,NRIX,"Nurix Therapeutics, Inc.",Hansen Gwenn,Chief Scientific Officer,S - Sale+OE,$27.74,-400,"13,804",-3%,"-$11,096",#N/A,#N/A
D,2021-06-02 16:49:33,2021-06-02,VIAV,Viavi Solutions Inc.,Scrivanich Luke M,SVP GM OSP,S - Sale+OE,$17.39,"-2,532","48,298",-5%,"-$44,031",#N/A,#N/A
,2021-06-02 16:48:43,2021-06-01,BWXT,"Bwx Technologies, Inc.",Loving Richard W,"SVP, CAO",S - Sale,$62.95,-300,"20,800",-1%,"-$18,885",#N/A,#N/A
,2021-06-02 16:48:42,2021-06-01,MAA,Mid America Apartment Communities Inc.,Grimes Thomas L Jr,"EVP, COO",S - Sale,$160.62,"-10,000","76,936",-12%,"-$1,606,201",#N/A,#N/A
M,2021-06-02 16:48:18,2021-06-01,SAFE,Safehold Inc.,Istar Inc.,10%,P - Purchase,$70.98,#ERROR!,"35,091,862",0%,#ERROR!,28173,1999858
D,2021-06-02 16:45:38,2021-06-01,CYTK,Cytokinetics Inc,Cragg David,"Chief HR, Admin Officer",S - Sale+OE,$21.63,"-14,999","161,171",-9%,"-$324,389",#N/A,#N/A
,2021-06-02 16:45:14,2021-05-28,FLGT,"Fulgent Genetics, Inc.",Xie Jian,COO,S - Sale,$73.46,-647,"337,394",0%,"-$47,527",#N/A,#N/A
D,2021-06-02 16:44:29,2021-06-01,HLI,"Houlihan Lokey, Inc.",Adelson Scott Joseph,CO-Pres,S - Sale+OE,$75.00,"-12,383",0,-100%,"-$928,725",#N/A,#N/A
M,2021-06-02 16:44:18,2021-05-28,VLDR,"Velodyne Lidar, Inc.",Hall David S.,10%,S - Sale,$9.74,"-750,000","64,956,389",-1%,"-$7,303,250",#N/A,#N/A
,2021-06-02 16:43:17,2021-06-01,KFRC,Kforce Inc,Hackman Jeffrey B.,"SVP Finance, Accounting",S - Sale,$64.00,"-1,000","62,979",-2%,"-$64,000",#N/A,#N/A
D,2021-06-02 16:42:51,2021-06-01,HLI,"Houlihan Lokey, Inc.",Gold Irwin,"Exec COB, 10%",S - Sale+OE,$75.24,"-10,000",0,-100%,"-$752,400",#N/A,#N/A
D,2021-06-02 16:42:44,2021-05-28,FUL,Fuller H B Co,Owens James,"Pres, CEO",S - Sale+OE,$67.91,"-5,000","204,345",-2%,"-$339,550",#N/A,#N/A
,2021-06-02 16:42:44,2021-05-28,MTSI,"Macom Technology Solutions Holdings, Inc.",Dennehy Robert,"SVP, Operations",S - Sale,$58.61,"-4,527","91,938",-5%,"-$265,308",#N/A,#N/A
,2021-06-02 16:42:20,2021-05-28,INFN,Infinera Corp,Milbury Paul J,Dir,S - Sale,$9.58,"-14,850","121,607",-11%,"-$142,264",#N/A,#N/A
DM,2021-06-02 16:41:53,2021-05-28,VIAV,Viavi Solutions Inc.,Khaykin Oleg,"Pres, CEO",S - Sale+OE,$17.51,"-47,694","553,246",-8%,"-$834,882",#N/A,#N/A
,2021-06-02 16:41:17,2021-06-02,WTBA,West Bancorporation Inc,Gulling Douglas R,"EVP, TREASURER, CFO",S - Sale,$28.17,"-5,000","112,460",-4%,"-$140,850",#N/A,#N/A
,2021-06-02 16:41:05,2021-06-01,SF,Stifel Financial Corp,Nesi Victor,Co-Pres,S - Sale,$69.94,"-10,000","284,148",-3%,"-$699,400",#N/A,#N/A
,2021-06-02 16:40:53,2021-05-28,OPOF,Old Point Financial Corp,Glasser Michael A,Dir,P - Purchase,$23.00,100,"2,717",4%,#ERROR!,100,2300
,2021-06-02 16:40:41,2021-06-01,HBAN,Huntington Bancshares Inc /md/,Pierce Sandra E.,Senior Exec VP,S - Sale,$16.00,"-85,986","443,258",-16%,"-$1,375,776",#N/A,#N/A
DM,2021-06-02 16:40:31,2021-05-28,BGNE,"Beigene, Ltd.",Huang Jane,"CMO, Hematology",S - Sale+OE,$357.98,"-2,040","292,772",-1%,"-$730,281",#N/A,#N/A
DM,2021-06-02 16:39:38,2021-05-28,RCM,R1 Rcm Inc.,Tcp-Asc Achi Series Lllp,"Dir, 10%",S - Sale+OE,$22.22,"-2,622,499","139,289,200",-2%,"-$58,284,625",#N/A,#N/A
,2021-06-02 16:37:59,2021-06-01,OSH,"Oak Street Health, Inc.",Newlight Partners LP,"Dir, 10%",S - Sale,$62.00,"-4,791,569","40,509,640",-11%,"-$297,077,278",#N/A,#N/A
,2021-06-02 16:37:52,2021-06-01,ADTX,"Aditx Therapeutics, Inc.",Shabahang Shahrokh,CHIEF INNOVATION OFFICER,P - Purchase,$2.93,490,"1,016,098",0%,#ERROR!,490,1436
,2021-06-02 16:37:06,2021-06-01,CHUY,"Chuy'S Holdings, Inc.",Howie Jon W,"VP, CFO",S - Sale,$41.03,-504,"57,589",-1%,"-$20,679",#N/A,#N/A
,2021-06-02 16:36:19,2021-05-28,VNRX,Volitionrx Ltd,Terrell Jason Bradley Md,Chief Medical Officer,S - Sale,$3.54,"-10,000","24,949",-29%,"-$35,400",#N/A,#N/A
D,2021-06-02 16:33:38,2021-06-01,ATSG,"Air Transport Services Group, Inc.",Hete Joseph C,Dir,S - Sale+OE,$25.00,"-10,000","480,086",-2%,"-$250,000",#N/A,#N/A
M,2021-06-02 16:32:28,2021-05-28,YMAB,"Y-Mabs Therapeutics, Inc.",Wedell-Wedellsborg Johan,Dir,S - Sale,$36.17,"-31,864","4,446,601",-1%,"-$1,152,648",#N/A,#N/A
D,2021-06-02 16:32:19,2021-06-01,PUMP,Propetro Holding Corp.,Armour Spencer D III,Dir,S - Sale+OE,$10.46,"-32,931","54,515",-38%,"-$344,458",#N/A,#N/A
D,2021-06-02 16:31:55,2021-05-28,PTON,"Peloton Interactive, Inc.",Garavaglia Mariana,Chief Bus. Operations Officer,S - Sale+OE,$112.27,"-9,375","2,161",-81%,"-$1,052,531",#N/A,#N/A
M,2021-06-02 16:31:34,2021-05-28,YMAB,"Y-Mabs Therapeutics, Inc.",Wg Biotech Aps,10%,S - Sale,$36.17,"-31,864","4,446,601",-1%,"-$1,152,648",#N/A,#N/A
DM,2021-06-02 16:30:42,2021-05-28,CRWD,"Crowdstrike Holdings, Inc.",Watzinger Gerhard,Dir,S - Sale+OE,$222.99,"-10,000","1,785",-85%,"-$2,229,850",#N/A,#N/A
M,2021-06-02 16:30:38,2021-05-28,VRA,"Vera Bradley, Inc.",Miller Patricia R.,10%,S - Sale,$11.69,"-76,085","3,088,948",-2%,"-$889,572",#N/A,#N/A
,2021-06-02 16:30:30,2021-06-01,KBLB,"Kraig Biocraft Laboratories, Inc",Thompson Kimberly Kraig,"CEO, CFO, 10%",S - Sale,$0.00,"-60,000","204,292,884",0%,$0,#N/A,#N/A
D,2021-06-02 16:30:20,2021-05-28,TWST,Twist Bioscience Corp,Thorburn James M,CFO,S - Sale+OE,$110.00,"-6,000","46,732",-11%,"-$660,000",#N/A,#N/A
M,2021-06-02 16:30:18,2021-05-28,VRA,"Vera Bradley, Inc.",Miller P. Michael,"Dir, 10%",S - Sale,$11.69,"-76,085","3,088,948",-2%,"-$889,572",#N/A,#N/A
,2021-06-02 16:30:11,2021-05-28,MIME,Mimecast Ltd,Fitzgerald Christopher,Dir,S - Sale,$50.41,"-12,000","85,692",-12%,"-$604,920",#N/A,#N/A
D,2021-06-02 16:29:21,2021-06-01,CYH,Community Health Systems Inc,Jennings William Norris,Dir,S - Sale+OE,$15.51,"-30,000","67,112",-31%,"-$465,300",#N/A,#N/A
,2021-06-02 16:26:42,2021-06-01,DCT,"Duck Creek Technologies, Inc.",Chippari Vincent A,CFO,S - Sale,$38.76,"-25,000","450,304",-5%,"-$968,923",#N/A,#N/A
D,2021-06-02 16:22:27,2021-06-01,EXTR,Extreme Networks Inc,Meyercord Edward,"Pres, CEO",S - Sale+OE,$11.43,"-25,000","588,347",-4%,"-$285,815",#N/A,#N/A
,2021-06-02 16:21:39,2021-05-30,HOME,At Home Group Inc.,Stauffer Chad C,Chief Merchandising Officer,S - Sale,$37.54,-223,"16,644",-1%,"-$8,371",#N/A,#N/A
,2021-06-02 16:21:01,2021-06-01,RNG,"Ringcentral, Inc.",Dhruv Mitesh,CFO,S - Sale,$262.00,-272,"172,128",0%,"-$71,264",#N/A,#N/A
,2021-06-02 16:20:12,2021-06-02,AFG,American Financial Group Inc,Hertzman Brian S.,"SVP, CFO",S - Sale,$135.58,"-1,620","11,333",-13%,"-$219,643",#N/A,#N/A
,2021-06-02 16:19:26,2021-05-28,BSX,Boston Scientific Corp,Nanavaty Maulik,"SVP, Pres, Neuromodulation",S - Sale,$42.59,"-78,192","166,869",-32%,"-$3,330,440",#N/A,#N/A
,2021-06-02 16:19:23,2021-06-01,BSX,Boston Scientific Corp,Mackey Edward F,"EVP, Operations",S - Sale,$42.71,"-68,173","23,722",-74%,"-$2,911,580",#N/A,#N/A
,2021-06-02 16:19:15,2021-06-01,FANG,"Diamondback Energy, Inc.",Stice Travis D.,CEO,S - Sale,$85.00,"-20,000","457,823",-4%,"-$1,700,020",#N/A,#N/A
M,2021-06-02 16:19:11,2021-05-28,EMAN,Emagin Corp,Ginola Ltd,10%,S - Sale,$3.25,"-525,100","1,581,999",-25%,"-$1,706,565",#N/A,#N/A
D,2021-06-02 16:18:16,2021-05-28,MYOV,Myovant Sciences Ltd.,Arjona Ferreira Juan Camilo,Chief Medical Officer,S - Sale+OE,$24.00,"-3,083","176,084",-2%,"-$73,992",#N/A,#N/A
D,2021-06-02 16:17:46,2021-05-28,RPD,"Rapid7, Inc.",Thomas Corey E.,CEO,S - Sale+OE,$85.00,"-4,552","633,585",-1%,"-$386,920",#N/A,#N/A
,2021-06-02 16:16:52,2021-06-01,AMRC,"Ameresco, Inc.",Anderson David,EVP,S - Sale,$55.00,"-4,500","28,000",-14%,"-$247,500",#N/A,#N/A
D,2021-06-02 16:16:15,2021-05-28,RPD,"Rapid7, Inc.",Kalowski Jeffrey,CFO,S - Sale+OE,$85.00,"-3,850","224,313",-2%,"-$327,250",#N/A,#N/A
,2021-06-02 16:16:00,2021-06-01,FBHS,"Fortune Brands Home & Security, Inc.",Hackett Ann F,Dir,S - Sale,$104.43,"-1,346","35,215",-4%,"-$140,563",#N/A,#N/A
D,2021-06-02 16:15:55,2021-05-28,AMED,Amedisys Inc,Ginn Scott G,"EVP, CFO",S - Sale+OE,$261.60,-975,"31,823",-3%,"-$255,060",#N/A,#N/A
,2021-06-02 16:15:27,2021-06-01,VMI,Valmont Industries Inc,Schapper Aaron M,EVP Infrastructure,S - Sale,$251.00,"-1,004","7,480",-12%,"-$252,004",#N/A,#N/A
D,2021-06-02 16:15:18,2021-06-01,APLS,"Apellis Pharmaceuticals, Inc.",Perry Nicole D,VP - Accounting,S - Sale+OE,$56.40,"-1,000","4,847",-17%,"-$56,400",#N/A,#N/A
D,2021-06-02 16:14:30,2021-06-01,ROK,"Rockwell Automation, Inc",Wlodarczyk Francis,SVP,S - Sale+OE,$267.52,"-3,400","8,172",-29%,"-$909,583",#N/A,#N/A
,2021-06-02 16:13:31,2021-06-01,XFOR,"X4 Pharmaceuticals, Inc",Ragan Paula,"Pres, CEO",S - Sale,$9.41,"-4,104","408,648",-1%,"-$38,619",#N/A,#N/A
D,2021-06-02 16:12:05,2021-06-01,RYN,Rayonier Inc,Bridwell Mark R,"VP, GC, Secretary",S - Sale+OE,$38.50,"-6,166","54,902",-10%,"-$237,391",#N/A,#N/A
,2021-06-02 16:11:48,2021-06-01,SCCO,Southern Copper Corp/,Ariztegui Andreve Vicente,Dir,S - Sale,$72.23,"-1,000","2,700",-27%,"-$72,234",#N/A,#N/A
D,2021-06-02 16:11:43,2021-06-01,PMVP,"Pmv Pharmaceuticals, Inc.",Heyman Richard A.,Dir,S - Sale+OE,$32.55,"-3,900",0,-100%,"-$126,935",#N/A,#N/A
,2021-06-02 16:11:16,2021-06-01,FFIN,First Financial Bankshares Inc,Edwards Murray Hamilton,Dir,P - Purchase,$50.85,#ERROR!,"370,715",9%,#ERROR!,29765,1513550
,2021-06-02 16:11:09,2021-06-01,TDOC,"Teladoc Health, Inc.",Gorevic Jason N,CEO,S - Sale,$153.34,"-10,000","515,970",-2%,"-$1,533,400",#N/A,#N/A
M,2021-06-02 16:11:02,2021-06-01,QTRX,Quanterix Corp,Hrusovsky E Kevin,"COB, Pres, CEO",S - Sale,$48.83,"-8,854","955,925",-1%,"-$432,303",#N/A,#N/A
D,2021-06-02 16:10:32,2021-06-01,G,Genpact Ltd,Tyagarajan N. V.,"Pres, CEO",S - Sale+OE,$45.75,"-73,625","633,765",-10%,"-$3,367,998",#N/A,#N/A
,2021-06-02 16:10:23,2021-06-01,QTRX,Quanterix Corp,Roskey Mark T.,"SVP, Strategic Partnerships",S - Sale,$48.32,-153,"24,136",-1%,"-$7,393",#N/A,#N/A
,2021-06-02 16:10:13,2021-05-28,LMND,"Lemonade, Inc.",Eisenberg Michael A,Dir,S - Sale,$90.27,"-20,000","2,858,270",-1%,"-$1,805,400",#N/A,#N/A
,2021-06-02 16:10:08,2021-06-01,QTRX,Quanterix Corp,Mattoon Dawn,"SVP, Diagnostics",S - Sale,$48.32,-243,"32,733",-1%,"-$11,741",#N/A,#N/A
D,2021-06-02 16:10:06,2021-05-28,AZPN,Aspen Technology Inc /de/,Pietri Antonio J,"Pres, CEO",S - Sale+OE,$138.06,"-48,030","237,319",-17%,"-$6,630,956",#N/A,#N/A
D,2021-06-02 16:10:03,2021-06-01,ADI,Analog Devices Inc,Roche Vincent,"Pres, CEO",S - Sale+OE,$164.20,"-10,000","27,598",-27%,"-$1,642,000",#N/A,#N/A
,2021-06-02 16:09:57,2021-06-01,QTRX,Quanterix Corp,Fry John J,"GC, Secretary",S - Sale,$48.32,-226,"34,389",-1%,"-$10,920",#N/A,#N/A
,2021-06-02 16:09:49,2021-05-28,QTRX,Quanterix Corp,Duffy David C.,"SVP R, D, CTO",S - Sale,$51.00,"-1,667","34,951",-5%,"-$85,017",#N/A,#N/A
D,2021-06-02 16:09:42,2021-05-28,UGI,Ugi Corp /pa/,Bergman Laurie,"VP, CAO, Corporate Controller",S - Sale+OE,$45.74,"-8,830","4,110",-68%,"-$403,848",#N/A,#N/A
,2021-06-02 16:09:23,2021-06-01,ROP,Roper Technologies Inc,Johnson Robert D,Dir,S - Sale,$454.30,-500,"6,537",-7%,"-$227,150",#N/A,#N/A
,2021-06-02 16:08:05,2021-05-28,WW,"Ww International, Inc.",Colosi Michael F,"GC, Secretary",S - Sale,$40.00,"-5,000","17,935",-22%,"-$200,000",#N/A,#N/A
,2021-06-02 16:07:10,2021-06-02,BKI,"Black Knight, Inc.",Jabbour Anthony M,CEO,P - Purchase,$71.77,#ERROR!,"588,313",2%,#ERROR!,13900,997603
,2021-06-02 16:06:45,2021-06-01,EL,Estee Lauder Companies Inc,Freda Fabrizio,"Pres, CEO",S - Sale,$308.00,"-32,209","75,674",-30%,"-$9,920,372",#N/A,#N/A
,2021-06-02 16:06:27,2021-06-01,AKRO,"Akero Therapeutics, Inc.",Young Jonathan,COO,S - Sale,$26.24,"-3,055","224,010",-1%,"-$80,151",#N/A,#N/A
,2021-06-02 16:06:08,2021-06-01,NXGN,"Nextgen Healthcare, Inc.",Barbarosh Craig A.,Dir,S - Sale,$16.56,"-9,000","81,946",-10%,"-$149,065",#N/A,#N/A
M,2021-06-02 16:05:49,2021-05-28,WW,"Ww International, Inc.",Grossman Mindy F,"Pres, CEO",S - Sale,$40.00,"-30,000","211,801",-12%,"-$1,200,000",#N/A,#N/A
,2021-06-02 16:05:41,2021-06-01,AXON,"Axon Enterprise, Inc.",Cullivan Julie A,Dir,S - Sale,$138.76,-281,"8,712",-3%,"-$38,991",#N/A,#N/A
,2021-06-02 16:05:39,2021-05-28,FCAP,First Capital Inc,Shireman Michael L,Dir,P - Purchase,$45.40,#ERROR!,"16,097",8%,#ERROR!,1125,51071
D,2021-06-02 16:05:22,2021-06-01,V,Visa Inc.,McInerney Ryan,Pres,S - Sale+OE,$229.50,"-11,193","139,715",-7%,"-$2,568,780",#N/A,#N/A
,2021-06-02 16:03:43,2021-06-01,XYL,Xylem Inc.,Tambakeras Markos I,Dir,S - Sale,$119.12,"-3,000","71,637",-4%,"-$357,360",#N/A,#N/A
D,2021-06-02 16:03:35,2021-06-01,ASAN,"Asana, Inc.",Farinacci Chris,COO,S - Sale+OE,$36.16,"-26,072","289,000",-8%,"-$942,761",#N/A,#N/A
D,2021-06-02 16:03:34,2021-05-28,V,Visa Inc.,Kelly Alfred F Jr,"COB, CEO",S - Sale+OE,$227.59,"-9,000","151,112",-6%,"-$2,048,310",#N/A,#N/A
,2021-06-02 16:03:16,2021-05-28,SANM,Sanmina Corp,Young Dennis,EVP Worldwide Sales,S - Sale,$42.15,"-13,288","5,000",-73%,"-$560,089",#N/A,#N/A
,2021-06-02 16:03:11,2021-06-01,SRE,Sempra Energy,Sagara Kevin C.,"EVP, Group Pres",S - Sale,$135.69,"-15,525","6,888",-69%,"-$2,106,587",#N/A,#N/A
,2021-06-02 16:02:18,2021-06-01,FPAY,"Flexshopper, Inc.",Dvorkin Howard,"Dir, 10%",P - Purchase,$2.60,#ERROR!,"2,830,440",1%,#ERROR!,31004,80610
D,2021-06-02 16:02:08,2021-06-01,XYL,Xylem Inc.,Pine Matthew Francis,SVP,S - Sale+OE,$119.31,"-3,604","42,021",-8%,"-$429,994",#N/A,#N/A
,2021-06-02 16:01:45,2021-06-01,SRE,Sempra Energy,Mihalik Trevor I,"EVP, CFO",S - Sale,$135.75,"-5,387","11,535",-32%,"-$731,285",#N/A,#N/A
,2021-06-02 16:00:14,2021-06-01,MCO,Moodys Corp /de/,Fauber Robert,"Pres, CEO",S - Sale,$338.06,-447,"55,257",-1%,"-$151,113",#N/A,#N/A
,2021-06-02 15:44:55,2021-06-01,LRCX,Lam Research Corp,Vahedi Vahid,SVP,S - Sale,$656.00,"-6,615","27,958",-19%,"-$4,339,440",#N/A,#N/A
,2021-06-02 15:34:24,2021-06-01,TRST,Trustco Bank Corp N Y,Leonard Robert M,"EVP, CHIEF RISK OFFICER",P - Purchase,$38.00,604,"23,925",3%,#ERROR!,604,22952
,2021-06-02 15:32:38,2021-06-01,VSTO,Vista Outdoor Inc.,Ramsey Dylan Scott,"VP,GC, Secretary",S - Sale,$44.74,"-4,017","27,625",-13%,"-$179,721",#N/A,#N/A
