X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
D,10/29/21 17:03,10/28/21,CRM,"Salesforce.Com, Inc.",Benioff Marc,"Chair of the Board, CEO",S - Sale+OE,$296.66 ,"-20,000","28,986,249",0%,"($5,933,251)",,,,
D,10/29/21 17:02,10/28/21,MCD,McDonalds Corp,Borden Ian Frederick,"Pres, International",S - Sale+OE,$243.40 ,"-5,948","13,730",-30%,"($1,447,743)",,,,
,10/29/21 17:08,10/28/21,GNTY,Guaranty Bancshares Inc /tx/,Abston Tyson T,"COB, CEO",S - Sale,$37.66 ,"-6,170","147,454",-4%,"($232,362)",,,,
,10/29/21 17:12,10/28/21,SHRG,Sharing Services Global Corp,"Dss, Inc.",10%,P - Purchase,$0.10 ,"5,000","91,668,378",0%,$500 ,,,,
,10/29/21 17:15,10/28/21,ZLAB,Zai Lab Ltd,Fu Tao,"Pres, COO",S - Sale,$105.00 ,"-10,000","265,168",-4%,"($1,049,978)",,,,
,10/29/21 17:14,10/28/21,USNA,Usana Health Sciences Inc,Foukas Joshua,GC,S - Sale,$95.17 ,-181,0,-100%,"($17,226)",,,,
D,10/29/21 17:20,10/28/21,OAS,Oasis Petroleum Inc.,Brooks Douglas E,Dir,P - Purchase,$118.75 ,625,"19,485",3%,"$74,219 ",,,,
,10/29/21 17:25,10/28/21,AMRC,"Ameresco, Inc.",Sakellaris George P,"Pres, CEO, 10%",S - Sale,$79.33 ,"-10,036","2,092,079",0%,"($796,122)",,,,
,10/29/21 17:27,10/28/21,AMRC,"Ameresco, Inc.",Sutton Joseph W.,Dir,S - Sale,$80.22 ,"-34,000","128,355",-21%,"($2,727,548)",,,,
M,10/29/21 17:29,10/28/21,GBL,"Gamco Investors, Inc. Et Al","Associated Capital Group, Inc.",10%,S - Sale,$26.59 ,"-1,897","1,673,863",0%,"($50,449)",,,,
,10/29/21 17:41,10/28/21,WMT,Walmart Inc.,McMillon C Douglas,"Pres, CEO",S - Sale,$148.40 ,"-9,708","1,879,484",-1%,"($1,440,651)",,,,
,10/29/21 17:50,10/28/21,REGI,"Renewable Energy Group, Inc.",Samuels Todd,Controller and CAO,S - Sale,$60.00 ,"-3,248","4,151",-44%,"($194,880)",,,,
,10/29/21 18:00,10/28/21,NOVA,Sunnova Energy International Inc.,Morgan Michael C,Dir,S - Sale,$44.33 ,"-30,000","366,117",-8%,"($1,329,900)",,,,
M,10/29/21 18:05,10/28/21,ALG,Alamo Group Inc,Robinson Ronald A,Dir,S - Sale,$151.00 ,"-1,402","155,692",-1%,"($211,705)",,,,
,10/29/21 18:34,10/28/21,SMP,"Standard Motor Products, Inc.",Sills Peter J,Director Emeritus,S - Sale,$48.37 ,"-2,631","1,332,163",0%,"($127,270)",,,,
D,10/29/21 19:06,10/28/21,ESS,"Essex Property Trust, Inc.",Schall Michael J,"Pres, CEO",S - Sale+OE,$343.72 ,"-31,362","45,729",-41%,"($10,779,676)",,,,
,10/29/21 20:19,10/28/21,DKNG,Draftkings Inc.,Liberman Paul,See Remarks,S - Sale,$47.32 ,"-85,000","1,940,159",-4%,"($4,022,094)",,,,
D,10/29/21 21:15,10/28/21,HOOD,"Robinhood Markets, Inc.",Bhatt Baiju,Chief Creative Officer,S - Sale+OE,$34.86 ,"-120,651","892,161",-12%,"($4,205,580)",,,,
D,10/29/21 21:17,10/28/21,HOOD,"Robinhood Markets, Inc.",Tenev Vladimir,CEO,S - Sale+OE,$34.86 ,"-120,647","892,165",-12%,"($4,205,549)",,,,
,10/27/21 18:24,10/27/21,REPX,"Riley Exploration Permian, Inc.",Libin Alvin Gerald,10%,P - Purchase,$26.00 ,"100,482","1,961,050",5%,"$2,612,532 ",,,,
,10/27/21 18:25,10/27/21,STEP,Stepstone Group Inc.,Waldo Robert,10%,S - Sale,$45.38 ,"-1,262","5,018,044",0%,"($57,274)",,,,
D,10/27/21 19:35,10/27/21,SCHW,Schwab Charles Corp,Schwab Charles R.,COB,S - Sale+OE,$83.00 ,-768,"114,969,140",0%,"($63,744)",,,,
D,10/27/21 21:39,10/27/21,FB,Facebook Inc,Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,$314.91 ,"-52,700","697,686",-7%,"($16,595,838)",,,,
,10/28/21 6:15,10/27/21,PSTV,"Plus Therapeutics, Inc.",Petersen Greg,Dir,P - Purchase,$1.72 ,"12,500","32,500",63%,"$21,500 ",,,,
D,10/28/21 10:21,10/27/21,VICR,Vicor Corp,Crilly Sean,"Corp. VP-Eng., Pwr Syst.",S - Sale+OE,$147.44 ,"-5,000","3,081",-62%,"($737,190)",,,,
,10/28/21 10:37,10/27/21,ASB,Associated Banc-Corp,Meinolf Michael,EVP,S - Sale,$23.00 ,"-1,350","26,551",-5%,"($31,050)",,,,
,10/28/21 10:48,10/27/21,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,242.90 ",22,"366,365",0%,"$27,344 ",,,,
,10/28/21 11:07,10/27/21,TCBI,Texas Capital Bancshares Inc/tx,Stallings Robert W,Dir,P - Purchase,$58.50 ,"5,000","83,987",6%,"$292,500 ",,,,
,10/28/21 12:03,10/27/21,NSYS,Nortech Systems Inc,Miller Jay D,"Pres, CEO",P - Purchase,$10.77 ,100,"26,500",0%,"$1,077 ",,,,
,10/28/21 12:32,10/27/21,VZIO,Vizio Holding Corp.,"V-Tw Holdings, LLC",10%,S - Sale,$20.45 ,"-48,740","11,637,308",0%,"($996,752)",,,,
,10/28/21 13:13,10/27/21,LLY,Eli Lilly & Co,Lilly Endowment Inc,10%,S - Sale,$252.33 ,"-21,369","108,227,241",0%,"($5,391,997)",,,,
D,10/28/21 14:04,10/27/21,URGN,Urogen Pharma Ltd.,Schoenberg Mark,Chief Medical Officer,S - Sale+OE,$16.32 ,-107,"21,595",0%,"($1,746)",,,,
,10/28/21 14:13,10/27/21,CBKM,Consumers Bancorp Inc /oh/,Parkinson John W,Dir,P - Purchase,$22.49 ,125,"14,130",1%,"$2,811 ",,,,
,10/28/21 14:13,10/27/21,BCBP,Bcb Bancorp Inc,Rizzo James G.,Dir,P - Purchase,$15.07 ,"1,000","108,922",1%,"$15,070 ",,,,
D,10/28/21 14:14,10/27/21,NWBI,"Northwest Bancshares, Inc.",Harvey William W,"SEVP, CFO",S - Sale+OE,$14.14 ,"-14,400","211,416",-6%,"($203,557)",,,,
D,10/28/21 14:17,10/27/21,CBNK,Capital Bancorp Inc,Ashman Stephen N,Dir,S - Sale+OE,$26.01 ,"-4,485","478,022",-1%,"($116,655)",,,,
,10/28/21 14:53,10/27/21,FLXS,Flexsteel Industries Inc,Dickson Kathryn P,Dir,P - Purchase,$27.40 ,"3,000","3,901",333%,"$82,200 ",,,,
,10/28/21 15:07,10/27/21,BMTC,Bryn Mawr Bank Corp,Laplante Michael,Chief Accounting Officer,S - Sale,$47.37 ,"-1,500",377,-80%,"($71,049)",,,,
,10/28/21 15:34,10/27/21,ISBA,Isabella Bank Corp,Reetz David J,"SVP, Chief Lending Officer",S - Sale,$27.00 ,"-1,754","9,000",-16%,"($47,358)",,,,
,10/28/21 16:05,10/27/21,PWOD,Penns Woods Bancorp Inc,Nackley John G Sr,Dir,P - Purchase,$23.66 ,537,"9,269",6%,"$12,703 ",,,,
D,10/28/21 16:05,10/27/21,TSLA,"Tesla, Inc.",Ehrenpreis IRA Matthew,Dir,S - Sale+OE,"$1,048.88 ","-188,030","205,734",-48%,"($197,220,456)",,,,
,10/28/21 16:10,10/27/21,TSLA,"Tesla, Inc.",Ehrenpreis IRA Matthew,Dir,S - Sale,"$1,064.33 ","-15,399","190,335",-7%,"($16,389,666)",,,,
D,10/28/21 16:12,10/27/21,VCEL,Vericel Corp,Gilman Steven C,Dir,S - Sale+OE,$50.57 ,"-5,000","3,500",-59%,"($252,870)",,,,
,10/28/21 16:21,10/27/21,CIT,Cit Group Inc,Stamps Sheila A,Dir,S - Sale,$50.91 ,"-7,875","5,368",-59%,"($400,916)",,,,
,10/28/21 16:30,10/27/21,VYNT,"Vyant Bio, Inc.",Boehm Marcus,Dir,P - Purchase,$2.10 ,"5,000","123,786",4%,"$10,500 ",,,,
D,10/28/21 16:33,10/27/21,MAS,Masco Corp /de/,O'Reagan Richard A.,Group Pres,S - Sale+OE,$64.81 ,"-43,500","54,842",-44%,"($2,819,068)",,,,
,10/28/21 16:40,10/27/21,BLFY,Blue Foundry Bancorp,Ciurlino Brent Michael,"EVP, CRO",P - Purchase,$13.84 ,"4,000","8,000",100%,"$55,349 ",,,,
,10/28/21 16:43,10/27/21,CERT,"Certara, Inc.",Feehery William F,CEO,S - Sale,$39.24 ,"-75,000","2,938,051",-2%,"($2,943,104)",,,,
,10/28/21 17:00,10/27/21,CRNX,"Crinetics Pharmaceuticals, Inc.",Betz Stephen F.,Chief Scientific Officer,S - Sale,$24.00 ,"-3,000","183,883",-2%,"($71,991)",,,,
D,10/28/21 17:03,10/27/21,KSU,Kansas City Southern,Cheatum Lora S,"SVP, CHRO",S - Sale+OE,$305.43 ,"-8,761","17,726",-33%,"($2,675,839)",,,,
D,10/28/21 17:06,10/27/21,KSU,Kansas City Southern,Erdman Warren K,EVP,S - Sale+OE,$305.80 ,"-1,877","57,614",-3%,"($573,988)",,,,
D,10/28/21 17:07,10/27/21,TNDM,Tandem Diabetes Care Inc,Leal James,"SVP, Operations",S - Sale+OE,$130.34 ,"-1,904","3,751",-34%,"($248,167)",,,,
,10/28/21 17:09,10/27/21,LUV,Southwest Airlines Co,Gilligan Thomas W.,Dir,S - Sale,$47.34 ,"-11,188","8,056",-58%,"($529,601)",,,,
,10/28/21 17:14,10/27/21,ABML,American Battery Metals Corp,Cole Douglas,Dir,S - Sale,$1.28 ,"-117,473","17,848,332",-1%,"($150,600)",,,,
D,10/28/21 17:22,10/27/21,STL,Sterling Bancorp,Kopnisky Jack L,"Pres, CEO",S - Sale+OE,$25.38 ,"-54,435","532,849",-9%,"($1,381,560)",,,,
D,10/28/21 17:57,10/27/21,CRM,"Salesforce.Com, Inc.",Benioff Marc,"Chair of the Board, CEO",S - Sale+OE,$297.07 ,"-20,000","28,986,249",0%,"($5,941,356)",,,,
M,10/28/21 18:28,10/27/21,PLBC,Plumas Bancorp,Belstock Richard L,"EVP, CFO",S - Sale,$37.39 ,-428,"49,497",-1%,"($16,003)",,,,
,10/28/21 18:34,10/27/21,CARA,"Cara Therapeutics, Inc.",Goncalves Joana,Chief Medical Officer,S - Sale,$15.00 ,"-1,000","46,900",-2%,"($15,000)",,,,
D,10/28/21 18:37,10/27/21,PPBI,Pacific Premier Bancorp Inc,Garrett Joseph L,Dir,S - Sale+OE,$42.89 ,"-1,490","81,824",-2%,"($63,906)",,,,
M,10/28/21 19:09,10/27/21,STEP,Stepstone Group Inc.,Keck Thomas,See Remarks,S - Sale,$46.39 ,"-77,765","5,162,815",-1%,"($3,607,870)",,,,
D,10/28/21 19:23,10/27/21,NRIX,"Nurix Therapeutics, Inc.",Hansen Gwenn,Chief Scientific Officer,S - Sale+OE,$35.00 ,-400,"14,197",-3%,"($14,000)",,,,
D,10/28/21 19:25,10/27/21,NRIX,"Nurix Therapeutics, Inc.",Ring Christine,GC,S - Sale+OE,$35.25 ,-800,"1,286",-38%,"($28,200)",,,,
D,10/28/21 19:33,10/27/21,ESS,"Essex Property Trust, Inc.",Farias John,"SVP, CAO",S - Sale+OE,$340.61 ,"-5,040",819,-86%,"($1,716,674)",,,,
D,10/28/21 19:50,10/27/21,ESS,"Essex Property Trust, Inc.",Kleiman Angela L.,"Sr. EVP, COO",S - Sale+OE,$341.80 ,"-17,249","7,117",-71%,"($5,895,776)",,,,
D,10/28/21 19:53,10/27/21,ESS,"Essex Property Trust, Inc.",Berry Adam W,"EVP, CIO",S - Sale+OE,$342.40 ,"-11,985","2,863",-81%,"($4,103,604)",,,,
D,10/28/21 21:13,10/27/21,CXDO,"Crexendo, Inc.",Wang David Tzat-Kin,CTO,S - Sale+OE,$5.55 ,"-2,000","422,597",0%,"($11,090)",,,,
D,10/28/21 21:43,10/27/21,NARI,"Inari Medical, Inc.",Tu Thomas,Chief Medical Officer,S - Sale+OE,$87.68 ,"-5,000","48,612",-9%,"($438,376)",,,,
,10/27/21 16:02,10/27/21,EYEN,"Eyenovia, Inc.",Rowe Michael M,COO,P - Purchase,$4.14 ,"1,200","5,500",28%,"$4,968 ",,,,
,10/26/21 16:22,10/26/21,DDD,3D Systems Corp,Johnson Andrew Martin,"EVP, GC, Sec",S - Sale,$28.71 ,"-4,000","195,988",-2%,"($114,840)",,,,
,10/26/21 16:36,10/26/21,PG,Procter & Gamble Co,Francisco Ma. Fatima,"CEO - Baby, Fem, Family Care",S - Sale,$143.00 ,"-1,200","36,781",-3%,"($171,600)",,,,
D,10/26/21 17:02,10/26/21,XLO,"Xilio Therapeutics, Inc.",Bay City Capital LLC,10%,P - Purchase,$16.00 ,"312,500","1,129,490",38%,"$5,000,000 ",,,,
D,10/26/21 17:01,10/26/21,XLO,"Xilio Therapeutics, Inc.","Atlas Venture Fund Xi, L.P.",10%,P - Purchase,$16.00 ,"187,500","735,942",34%,"$3,000,000 ",,,,
,10/26/21 17:03,10/26/21,CBKM,Consumers Bancorp Inc /oh/,Lober Ralph J II,"CEO, Pres",P - Purchase,$22.00 ,200,"42,641",0%,"$4,400 ",,,,
D,10/26/21 17:04,10/26/21,XLO,"Xilio Therapeutics, Inc.",Rock Springs Capital Management LP,10%,P - Purchase,$16.00 ,"500,000","1,256,472",66%,"$8,000,000 ",,,,
D,10/26/21 17:12,10/26/21,ADBE,Adobe Inc.,Rao Dana,"EVP, Gen. Counsel, Secretary",S - Sale+OE,$650.91 ,-489,"14,579",-3%,"($318,295)",,,,
D,10/26/21 17:11,10/26/21,ADBE,Adobe Inc.,Lewnes Ann,"EVP, CMO, Corp Strategy, Dev",S - Sale+OE,$650.91 ,-582,"25,672",-2%,"($378,830)",,,,
,10/26/21 17:21,10/26/21,REPX,"Riley Exploration Permian, Inc.",Libin Alvin Gerald,10%,P - Purchase,$26.57 ,"6,530","1,860,568",0%,"$173,510 ",,,,
D,10/26/21 17:30,10/26/21,XLO,"Xilio Therapeutics, Inc.","Rivervest Venture Fund Iv, L.P.",10%,P - Purchase,$16.00 ,"250,000","1,441,444",21%,"$4,000,000 ",,,,
,10/26/21 17:53,10/26/21,REAL,"Therealreal, Inc.",Sahi Levesque Rati,Pres,S - Sale,$13.63 ,"-1,250","422,131",0%,"($17,038)",,,,
,10/26/21 18:13,10/26/21,SYPR,Sypris Solutions Inc,Allen Anthony C,"VP, CFO",S - Sale,$3.87 ,"-8,000","300,309",-3%,"($30,960)",,,,
D,10/26/21 18:17,10/26/21,BPOP,"Popular, Inc.",Carrion Richard L,Dir,S - Sale+OE,$85.06 ,"-25,286","282,397",-8%,"($2,150,802)",,,,
,10/26/21 18:44,10/26/21,EPAC,Enerpac Tool Group Corp,Holder Richard D,Dir,P - Purchase,$20.30 ,"2,000","23,618",9%,"$40,605 ",,,,
,10/26/21 18:47,10/26/21,EPAC,Enerpac Tool Group Corp,Ferland E James Jr,Dir,P - Purchase,$20.26 ,"2,000","53,160",4%,"$40,520 ",,,,
,10/26/21 18:50,10/26/21,OSH,"Oak Street Health, Inc.",Price Geoffrey M,COO,S - Sale,$45.24 ,"-72,500","6,200,407",-1%,"($3,279,968)",,,,
D,10/26/21 20:16,10/26/21,HPE,Hewlett Packard Enterprise Co,Macdonald Neil B,"SVP, GM of Compute",S - Sale+OE,$15.46 ,"-8,535","27,992",-23%,"($131,951)",,,,
D,10/26/21 20:21,10/26/21,EVRI,Everi Holdings Inc.,Judge Geoffrey P,Dir,S - Sale+OE,$26.00 ,"-3,000","59,672",-5%,"($78,000)",,,,
,10/27/21 6:15,10/26/21,PSTV,"Plus Therapeutics, Inc.",Hedrick Marc H,CEO,P - Purchase,$1.66 ,"2,500","21,080",13%,"$4,150 ",,,,
,10/27/21 6:15,10/26/21,PSTV,"Plus Therapeutics, Inc.",Sims Andrew John Hugh Macintyre,CFO,P - Purchase,$1.67 ,"2,000","6,230",47%,"$3,339 ",,,,
,10/27/21 8:03,10/26/21,WECT,"Weconnect Tech International, Inc.",Wong Kwueh Lin,"Secretary, Dir",S - Sale,$0.00 ,"-79,393,540",0,-100%,"($23,818)",,,,
,10/27/21 8:02,10/26/21,WECT,"Weconnect Tech International, Inc.",Wee Shiong Han,"CEO, CFO, Dir",S - Sale,$0.00 ,"-92,089,140",0,-100%,"($364,627)",,,,
,10/27/21 9:29,10/26/21,BOTJ,Bank of the James Financial Group Inc,Alford John R Jr,Dir,P - Purchase,$15.51 ,500,"18,014",3%,"$7,755 ",,,,
,10/27/21 10:05,10/26/21,BOTJ,Bank of the James Financial Group Inc,Doyle Julie P,Dir,P - Purchase,$15.75 ,"1,000","13,253",8%,"$15,750 ",,,,
A,10/27/21 10:14,10/26/21,BOTJ,Bank of the James Financial Group Inc,Alford John R Jr,Dir,P - Purchase,$15.51 ,500,"18,514",3%,"$7,755 ",,,,
,10/27/21 11:26,10/26/21,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,301.49 ",22,"366,343",0%,"$28,633 ",,,,
D,10/27/21 12:54,10/26/21,OMCL,"Omnicell, Inc",Johnston Dan S,"EVP, Chief Legal, Admin",S - Sale+OE,$170.00 ,"-10,451","57,952",-15%,"($1,776,670)",,,,
D,10/27/21 13:14,10/26/21,VICR,Vicor Corp,McNamara Michael,GM Mfg. Ops.,S - Sale+OE,$154.55 ,"-13,469",40,-100%,"($2,081,614)",,,,
D,10/27/21 13:20,10/26/21,NTGR,"Netgear, Inc.",Cormack Heidi,"SVP, Marketing",S - Sale+OE,$31.54 ,"-2,700","46,576",-5%,"($85,158)",,,,
D,10/27/21 13:31,10/26/21,VICR,Vicor Corp,Davies Philip D,"VP Global Sales, Marketing",S - Sale+OE,$151.73 ,"-19,821","19,821",-50%,"($3,007,448)",,,,
,10/27/21 13:46,10/26/21,OVLY,Oak Valley Bancorp,Dickerson Lynn,Dir,P - Purchase,$17.69 ,631,"9,000",8%,"$11,165 ",,,,
,10/27/21 13:53,10/26/21,STLD,Steel Dynamics Inc,Alvarez Miguel,SVP,S - Sale,$67.60 ,"-8,220","45,107",-15%,"($555,676)",,,,
DM,10/27/21 13:54,10/26/21,KMB,Kimberly Clark Corp,Melucci Jeffrey P.,GC,S - Sale+OE,$131.81 ,"-21,056","18,779",-53%,"($2,775,286)",,,,
,10/27/21 15:00,10/26/21,SSBK,"Southern States Bancshares, Inc.",McCarty Cynthia S.,Dir,P - Purchase,$19.29 ,520,"3,372",18%,"$10,031 ",,,,
,10/27/21 15:37,10/26/21,ALGT,Allegiant Travel Co,Aretos Rebecca,Principal Accounting Officer,S - Sale,$182.45 ,-182,"3,807",-5%,"($33,207)",,,,
D,10/27/21 15:43,10/26/21,SCHW,Schwab Charles Corp,Clark Bernard J.,EVP - Advisor Services,S - Sale+OE,$84.00 ,"-28,370","136,445",-17%,"($2,383,188)",,,,
,10/27/21 16:00,10/26/21,SAM,Boston Beer Co Inc,Calagione Samuel A. III,"Founder, Brewer, Dogfish Head",S - Sale,$499.18 ,"-20,503","365,035",-5%,"($10,234,727)",,,,
,10/27/21 16:07,10/26/21,ASB,Associated Banc-Corp,Bergstrom John F,Dir,P - Purchase,$23.00 ,"50,000","143,259",54%,"$1,149,785 ",,,,
,10/27/21 16:22,10/26/21,SMTI,Sanara Medtech Inc.,Fleming Zachary B.,Pres - Surgical Div.,S - Sale,$34.04 ,"-1,000","17,708",-5%,"($34,040)",,,,
,10/27/21 16:26,10/26/21,SNEX,Stonex Group Inc.,Harrod Patricia Marie,Retired Officer,S - Sale,$71.08 ,"-4,221","12,066",-26%,"($300,044)",,,,
M,10/27/21 16:29,10/26/21,SAFE,Safehold Inc.,Istar Inc.,10%,P - Purchase,$73.86 ,"27,075","36,196,665",0%,"$1,999,731 ",,,,
D,10/27/21 16:31,10/26/21,UTRS,Minerva Surgical Inc,Novo Holdings A/s,10%,P - Purchase,$12.00 ,"580,000","2,057,132",39%,"$6,960,000 ",,,,
,10/27/21 16:30,10/26/21,LCNB,Lcnb Corp,Krehbiel Anne E,Dir,P - Purchase,$17.42 ,"1,000","6,178",19%,"$17,420 ",,,,
,10/27/21 16:30,10/26/21,AXR,Amrep Corp.,Cloues Edward B II,Dir,P - Purchase,$14.64 ,"1,950","19,814",11%,"$28,540 ",,,,
D,10/27/21 16:46,10/26/21,SCHW,Schwab Charles Corp,Martinetto Joseph R,"Senior EVP, COO",S - Sale+OE,$83.99 ,"-25,255","197,265",-11%,"($2,121,173)",,,,
,10/27/21 16:48,10/26/21,CRWD,"Crowdstrike Holdings, Inc.",Henry Shawn,PLEASE SEE REMARKS,S - Sale,$290.01 ,"-2,500","306,322",-1%,"($725,030)",,,,
,10/27/21 16:50,10/26/21,EXPI,"Exp World Holdings, Inc.",Sanford Glenn Darrel,"CEO, COB, 10%",S - Sale,$53.29 ,"-12,500","42,109,338",0%,"($666,165)",,,,
,10/27/21 16:50,10/26/21,SCHW,Schwab Charles Corp,Schwab Charles R.,COB,S - Sale,$83.72 ,"-96,302","114,969,140",0%,"($8,062,394)",,,,
,10/27/21 16:54,10/26/21,CERT,"Certara, Inc.",Edge Justin,"Pres, REGULATORY, ACCESS",S - Sale,$39.95 ,"-3,000","402,090",-1%,"($119,850)",,,,
,10/27/21 16:58,10/26/21,CERT,"Certara, Inc.",Traynor Richard M.,"SVP, GC",S - Sale,$39.95 ,"-3,000","298,287",-1%,"($119,850)",,,,
D,10/27/21 17:00,10/26/21,KSU,Kansas City Southern,Grafton Suzanne M,"VP, Chief Accounting Officer",S - Sale+OE,$305.30 ,"-3,401","10,910",-24%,"($1,038,315)",,,,
,10/27/21 17:09,10/26/21,OCGN,"Ocugen, Inc.",Subramanian Sanjay,CFO,S - Sale,$11.07 ,"-10,000","35,591",-22%,"($110,700)",,,,
D,10/27/21 17:17,10/26/21,CRM,"Salesforce.Com, Inc.",Benioff Marc,"Chair of the Board, CEO",S - Sale+OE,$295.69 ,"-20,000","28,986,249",0%,"($5,913,812)",,,,
,10/27/21 17:18,10/26/21,ZIP,"Ziprecruiter, Inc.",Eberhard Ryan,Chief Product Officer,S - Sale,$29.02 ,"-2,325","117,450",-2%,"($67,467)",,,,
,10/27/21 17:19,10/26/21,ZIP,"Ziprecruiter, Inc.",Eberhard Ryan,Chief Product Officer,S - Sale,$29.02 ,"-2,325","117,450",-2%,"($67,467)",,,,
D,10/27/21 17:22,10/26/21,ZIP,"Ziprecruiter, Inc.",Travers David,CFO,S - Sale+OE,$29.01 ,"-1,435","942,565",0%,"($41,629)",,,,
,10/27/21 17:29,10/26/21,CRM,"Salesforce.Com, Inc.",Hyder Brent,"Pres, Chief People Officer",S - Sale,$295.78 ,-579,"1,464",-28%,"($171,257)",,,,
D,10/27/21 17:45,10/26/21,CRM,"Salesforce.Com, Inc.",Harris Parker,"Co-Founder, CTO",S - Sale+OE,$295.70 ,"-4,300","1,965,153",0%,"($1,271,492)",,,,
D,10/27/21 18:01,10/26/21,EGHT,8X8 Inc /de/,Deklich Dejan,Chief Products Officer,S - Sale+OE,$22.89 ,"-6,903","159,003",-4%,"($157,977)",,,,
,10/27/21 18:00,10/26/21,EGHT,8X8 Inc /de/,Wilson Samuel C.,CFO,S - Sale,$22.89 ,"-3,452","217,591",-2%,"($79,000)",,,,
D,10/27/21 18:01,10/26/21,EGHT,8X8 Inc /de/,Zinn Matthew,"SVP-CLO, Secretary",S - Sale+OE,$22.89 ,"-5,369","80,228",-6%,"($122,871)",,,,
,10/27/21 19:56,10/26/21,DOCU,"Docusign, Inc.",Phi Tram T,"SVP, GC",S - Sale,$281.57 ,"-1,500","17,720",-8%,"($422,355)",,,,
,10/27/21 20:23,10/26/21,AEHR,Aehr Test Systems,Richmond Donald P. II,VP OF ENGINEERING,S - Sale,$20.70 ,"-26,041","92,116",-22%,"($538,994)",,,,
D,10/27/21 21:04,10/26/21,AVLR,"Avalara, Inc.",Pinney Alesia Lee,See Remarks,S - Sale+OE,$181.66 ,"-7,217","39,592",-15%,"($1,311,014)",,,,
D,10/27/21 21:12,10/26/21,FB,Facebook Inc,Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,$318.51 ,"-41,100",0,-100%,"($13,090,845)",,,,
D,10/27/21 21:22,10/26/21,FB,Facebook Inc,Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,$318.73 ,"-7,600","705,186",-1%,"($2,422,355)",,,,
D,10/27/21 21:27,10/26/21,FB,Facebook Inc,Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,$318.81 ,"-4,250",0,-100%,"($1,354,958)",,,,
,10/25/21 14:47,10/25/21,CRNX,"Crinetics Pharmaceuticals, Inc.",Perceptive Advisors LLC,10%,P - Purchase,$19.80 ,"1,200,000","5,163,517",30%,"$23,760,000 ",,,,
,10/25/21 16:29,10/25/21,TCBI,Texas Capital Bancshares Inc/tx,Anderson Julie L,CFO,P - Purchase,$60.41 ,"4,000","70,129",6%,"$241,640 ",,,,
,10/25/21 16:31,10/25/21,TCBI,Texas Capital Bancshares Inc/tx,Browning James H,Dir,P - Purchase,$59.56 ,"1,000","16,966",6%,"$59,560 ",,,,
D,10/25/21 16:35,10/25/21,COCO,"Vita Coco Company, Inc.",Benmoussa Kevin,CFO,P - Purchase,$15.00 ,150,"295,601",0%,"$2,250 ",,,,
D,10/25/21 16:36,10/25/21,GNTX,Gentex Corp,Ryan Scott P,GC,S - Sale+OE,$34.27 ,"-9,224","26,565",-26%,"($316,106)",,,,
D,10/25/21 16:38,10/25/21,COCO,"Vita Coco Company, Inc.",Burth Jonathan,COO,P - Purchase,$15.00 ,666,"498,694",0%,"$9,990 ",,,,
,10/25/21 16:44,10/25/21,COCO,"Vita Coco Company, Inc.",Verlinvest Beverages Sa,10%,S - Sale,$15.00 ,"-4,573,333","20,797,658",-18%,"($68,599,995)",,,,
D,10/25/21 16:44,10/25/21,COCO,"Vita Coco Company, Inc.",Henry Axelle,"Dir, 10%",S - Sale+OE,$15.00 ,"-3,240,000","20,797,658",-13%,"($48,600,000)",,,,
D,10/25/21 16:45,10/25/21,COCO,"Vita Coco Company, Inc.",Melloul Eric,"Dir, 10%",S - Sale+OE,$15.00 ,"-3,240,000","20,797,658",-13%,"($48,600,000)",,,,
,10/25/21 16:59,10/25/21,COCO,"Vita Coco Company, Inc.",Rw Vc S.A.R.L.,10%,S - Sale,$15.00 ,"-5,760,000","3,576,894",-62%,"($86,400,000)",,,,
,10/25/21 17:30,10/25/21,JPM,Jpmorgan Chase & Co,Piepszak Jennifer,Co-CEO CCB,S - Sale,$171.26 ,"-3,173","3,039",-51%,"($543,400)",,,,
,10/25/21 17:30,10/25/21,JPM,Jpmorgan Chase & Co,Beer Lori A,CIO,S - Sale,$171.22 ,"-5,210","16,748",-24%,"($892,058)",,,,
,10/25/21 17:53,10/25/21,MDLA,"Medallia, Inc.",Hald Borge,Dir,S - Sale,$33.98 ,"-16,520","6,579,878",0%,"($561,277)",,,,
D,10/25/21 18:42,10/25/21,VTYX,"Ventyx Biosciences, Inc.",Royston Aaron,"Dir, 10%",P - Purchase,$16.00 ,"312,500","5,011,536",7%,"$5,000,000 ",,,,
D,10/25/21 19:40,10/25/21,VTYX,"Ventyx Biosciences, Inc.","Venbio Global Strategic Fund Iii, L.P.","See Remarks, 10%",P - Purchase,$16.00 ,"312,500","5,011,536",7%,"$5,000,000 ",,,,
,10/25/21 19:54,10/25/21,SCHW,Schwab Charles Corp,Schwab Charles R.,COB,S - Sale,$83.05 ,"-23,698","115,959,692",0%,"($1,968,181)",,,,
